created,text,retwc,hashtag,followers,friends
2017-12-06 14:30:24,"b'EEPC For Faster GST Refunds, Hails Foreign Trade Policy https://t.co/1D3vmMQRbA #india #indiabiz'",0,india,5745,913
2017-12-06 14:30:02,"b""GST: What Is Dual GST Model?, Constitution's Article 246A? https://t.co/aD8WFOJJXP""",0,None,7,4
2017-12-06 14:30:01,b'We had warned you: Government may use GST data to track Income Tax Defaulters\nhttps://t.co/GvrFcGNNgz',9,None,51468,131
2017-12-06 14:29:56,"b'RT @indiatvnews: #GST was a mandatory reform which was due since the past many years, Congress could not plan out a reform like this: @samb\xe2\x80\xa6'",16,GST,2720,3099
2017-12-06 14:29:56,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,50,356
2017-12-06 14:29:55,"b'RT @quickbug: I was sceptical earlier. But now it makes sense.\nThe decisions he has taken demonetisation, GST definitely seem to be by a pe\xe2\x80\xa6'",2,None,739,142
2017-12-06 14:29:50,"b'RT @EY_India: Reforms such as #GST, Insolvency Act will prove very valuable in the long-term: @Mark_Weinberger on #EYEyeOnIndia. Watch full\xe2\x80\xa6'",5,GST,291,587
2017-12-06 14:29:39,b'Cong wanted to.plau politics with the pl while @BJP4India ensures a cautious approach. Teething tables will be ther\xe2\x80\xa6 https://t.co/rl1wNvLeY4',0,None,103,56
2017-12-06 14:29:29,"b'#ElectionWithTimes #GujaratElections2017 | #Hindutva vs #GST in Gujarat \nGujarat CM @vijayrupanibjp\xe2\x80\x8b, fighting from\xe2\x80\xa6 https://t.co/UelQivjnra'",0,ElectionWithTimes,150917,235
2017-12-06 14:29:25,"b'RT @INCIndia: \xe2\x80\x98Make In India\xe2\x80\x99 numbers for 2020 are drifting away from their target of zero imports of electronics, thanks to the impact of\xe2\x80\xa6'",545,None,372,460
2017-12-06 14:29:19,b'RT @muglikar_: A must read piece to understand how govt is thinking and shaping tax policies. Also requesting you to read my earlier articl\xe2\x80\xa6',24,None,370,746
2017-12-06 14:29:16,"b'Please see the GST number : It\'s ""Applied for 12345"", whether it is not applicable or ..  ......  @IndiaPostOffice\xe2\x80\xa6 https://t.co/uENk3A7oQl'",0,None,133,475
2017-12-06 14:29:00,b'RT @pashyantii: @RanaAyyub @narendramodi With heavy heart @RanaAyyub quoted- how a business man sitting on Dharna in Surat against GST told\xe2\x80\xa6',6,None,13854,7802
2017-12-06 14:28:49,b'@sujayak Construction sector too in retreat. Gov needs to entangle GST asap. And use it to give bank credit to MSMEs',0,None,126,1490
2017-12-06 14:28:48,"b'RT @indiatvnews: #GST was a mandatory reform which was due since the past many years, Congress could not plan out a reform like this: @samb\xe2\x80\xa6'",16,GST,422,69
2017-12-06 14:28:43,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",217,None,539,936
2017-12-06 14:28:41,b'RT @pashyantii: @RanaAyyub @narendramodi With heavy heart @RanaAyyub quoted- how a business man sitting on Dharna in Surat against GST told\xe2\x80\xa6',6,None,33890,785
2017-12-06 14:28:36,b'RT @pashyantii: With heavy heart @RanaAyyub quoted- how a business man sitting on Dharna in Surat against GST told her- he may sell his bel\xe2\x80\xa6',4,None,33890,785
2017-12-06 14:28:05,b'Social Media Week to return to Bristol in 2018 - Bristol24/7 https://t.co/5DdceszL1u #SocialMedia #GST https://t.co/bfzQIh0MCJ',1,SocialMedia,3495,1585
2017-12-06 14:27:56,b'RT @muglikar_: A must read piece to understand how govt is thinking and shaping tax policies. Also requesting you to read my earlier articl\xe2\x80\xa6',24,None,828,1145
2017-12-06 14:27:51,b'RT @muglikar_: On 7th of October had tried to initiate a dialogue on Kautilya and GST. This is a very interesting aspect. Hare brained comm\xe2\x80\xa6',20,None,25,176
2017-12-06 14:27:50,"b'RT @indiatvnews: #GST was a mandatory reform which was due since the past many years, Congress could not plan out a reform like this: @samb\xe2\x80\xa6'",16,GST,103,188
2017-12-06 14:27:48,"b'@PsGopalakrishn8 @fsociety_in @OfficeOfRG For healthy democracy, healthy opposition is required. But by misleading\xe2\x80\xa6 https://t.co/ptzVv6gih8'",0,None,19,49
2017-12-06 14:27:26,"b'@FinMinIndia is this allowed to happen?\nBlu O@Pheonix Market city Pune, charges GST on alcohol and Service charges\xe2\x80\xa6 https://t.co/kji8EdQmRn'",0,None,0,53
2017-12-06 14:27:22,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,97,228
2017-12-06 14:27:17,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,242,635
2017-12-06 14:27:16,"b'RT @indiatvnews: #GST was a mandatory reform which was due since the past many years, Congress could not plan out a reform like this: @samb\xe2\x80\xa6'",16,GST,261,279
2017-12-06 14:27:12,b'RT @livemint: Gujarat elections: Saurashtra traders miffed after GST nixes \xe2\x80\x98kutcha\xe2\x80\x99 transactions https://t.co/PJRFe5J2MC',12,None,380,171
2017-12-06 14:26:57,b'RT @srirambjp: Gujarat polls not a referendum on implementation of GST: Trinamool Congress \n\nTrinamool conceding defeat already as Derek sa\xe2\x80\xa6',34,None,27,185
2017-12-06 14:26:56,"b'@narendramodi @arunjaitley, To promote exports especially in Textiles, Increase custom &amp; excise duties in Imports.\xe2\x80\xa6 https://t.co/PcVFoImhUH'",0,None,2,83
2017-12-06 14:26:41,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",217,None,44,860
2017-12-06 14:26:17,b'@sujayak All Avenues of job generation has been closed tightly. Center slashed gov recruitment by 95%. Banks nt hir\xe2\x80\xa6 https://t.co/ECGFCBrrcM',0,None,126,1490
2017-12-06 14:26:07,"b'RT @quickbug: I was sceptical earlier. But now it makes sense.\nThe decisions he has taken demonetisation, GST definitely seem to be by a pe\xe2\x80\xa6'",2,None,640,612
2017-12-06 14:25:49,"b'RT @indiatvnews: #GST was a mandatory reform which was due since the past many years, Congress could not plan out a reform like this: @samb\xe2\x80\xa6'",16,GST,527,83
2017-12-06 14:25:32,"b'RT @indiatvnews: #GST was a mandatory reform which was due since the past many years, Congress could not plan out a reform like this: @samb\xe2\x80\xa6'",16,GST,17626,5763
2017-12-06 14:25:31,b'@arunjaitley @smritiirani From discussing Rahul Gandhi \xe2\x80\x98s religion to explaining the GST just prior to Gujarat elec\xe2\x80\xa6 https://t.co/A871MqnKRa',0,None,66,90
2017-12-06 14:25:31,"b'@kunfaaya Our bolts and nuts industry is down due to demon/gst, first lets get that alright first!'",0,None,144,317
2017-12-06 14:25:20,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,586,1863
2017-12-06 14:25:07,"b'RT @bhatia_niraj23: He is Suresh Tanna , A small businessman ..has faced great slowdown after noteban &amp; GST.. he has faith in @OfficeOfRG &amp;\xe2\x80\xa6'",117,None,5436,1857
2017-12-06 14:24:43,b'RT @muglikar_: A must read piece to understand how govt is thinking and shaping tax policies. Also requesting you to read my earlier articl\xe2\x80\xa6',24,None,73,275
2017-12-06 14:24:31,b'@GST_Council Dear Sir till date today gstr 1 for Aug and onward return is not accepting by portal.  When it will st\xe2\x80\xa6 https://t.co/eQCppIbedt',0,None,1,58
2017-12-06 14:24:16,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,51,80
2017-12-06 14:24:11,"b'RT @DrJitendraSingh: With last 2 days of election campaigning left in #Surat , this is what the traders here have to say about #GST and abo\xe2\x80\xa6'",79,Surat,2084,327
2017-12-06 14:23:54,b'After faulty implementation of GST in July changes coming frequently which is disturbing trading community. Nobody\xe2\x80\xa6 https://t.co/74C8qsa3Sh',0,None,272,131
2017-12-06 14:23:46,b'@thetanmay Problem with India is even comedians pretend to be economists and political scientists these days. Peopl\xe2\x80\xa6 https://t.co/N7VmshozGM',0,None,226,806
2017-12-06 14:23:44,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,6141,5075
2017-12-06 14:23:42,"b'RT @indiatvnews: #GST was a mandatory reform which was due since the past many years, Congress could not plan out a reform like this: @samb\xe2\x80\xa6'",16,GST,649,243
2017-12-06 14:23:28,b'RT @livemint: Gujarat elections: Saurashtra traders miffed after GST nixes \xe2\x80\x98kutcha\xe2\x80\x99 transactions https://t.co/PJRFe5J2MC',12,None,516,737
2017-12-06 14:23:25,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,1613,1721
2017-12-06 14:23:14,b'RT @iScrew: When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nWhen bullet tra\xe2\x80\xa6',166,None,188,187
2017-12-06 14:23:08,"b'RT @indiatvnews: #GST was a mandatory reform which was due since the past many years, Congress could not plan out a reform like this: @samb\xe2\x80\xa6'",16,GST,1585048,487
2017-12-06 14:22:57,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,864,535
2017-12-06 14:22:44,"b'Demonetization, connecting financial services to Aadhaar cards, and the onset of GST. Fintechs ready to capitalize. https://t.co/sCHVGHXVQg'",0,None,58,89
2017-12-06 14:22:27,b'I hate GST',0,None,3,89
2017-12-06 14:22:22,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,14,221
2017-12-06 14:21:58,"b'@ShefVaidya @INCIndia Can we make 200 the highest denomination by slowly withdrawing/circulating 2000,500 notes.Alo\xe2\x80\xa6 https://t.co/gK6gGfhrXX'",0,None,27,213
2017-12-06 14:21:52,"b'@jakanksha92 @ShefVaidya @INCIndia Can we make 200 the highest denomination by slowly withdrawing/circulating 2000,\xe2\x80\xa6 https://t.co/TJwsDlwDJI'",0,None,27,213
2017-12-06 14:21:48,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",217,None,3441,174
2017-12-06 14:21:47,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",217,None,5,92
2017-12-06 14:21:41,"b'RT @pawanbansal_chd: Despite voting for their own CM as PM of India, Gujaratis got nothing in return except terribly exacting and harassmen\xe2\x80\xa6'",17,None,1365,4518
2017-12-06 14:21:31,"b'RT @asaadowaisi: #BabriDemolition \nstatements are all aimed at influencing,threatening Muslims &amp; raking up the issue before the elections t\xe2\x80\xa6'",46,BabriDemolition,1104,422
2017-12-06 14:20:56,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,1215,1032
2017-12-06 14:20:44,b'@askGSTech @askGST_GoI \nHow to change/update gst jurisdiction? I approached our Gst range office. They shows their inability to do the same.',0,None,24,10
2017-12-06 14:20:36,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",217,None,2432,1028
2017-12-06 14:20:30,"b""RT @TimesNow: Is Modi's GST course correction a master stroke? #Dec18WithTimesNow https://t.co/RT9pGxX4IA""",3,Dec18WithTimesNow,51,2180
2017-12-06 14:20:25,"b'11.1\xc2\xb0C, Wnd: S, 1 mph av, 2 mph gst, Hdty: 77%, Rn (hr) 0.0 mm, Psr: 1028 hPa, falling #Brighton https://t.co/21JqxjhGpy'",0,Brighton,1285,593
2017-12-06 14:20:17,b'RT @TimesNow: #Dec18WithTimesNow : Is Modi\xe2\x80\x99s GST course correction a masterstroke? Has \xe2\x80\x98temple run\xe2\x80\x99 helped Rahul? https://t.co/kCqcwHHJUV',3,Dec18WithTimesNow,182,163
2017-12-06 14:20:10,"b'RT @dgftindia: The working capital blockage issue faced by exporters under the GST has been resolved.  Now, exports can use advance authori\xe2\x80\xa6'",16,None,16,14
2017-12-06 14:20:08,"b'Sir, i hope yor are seeing the incident which has happen in kollkata news and all..... \nTheir is no use of stoping\xe2\x80\xa6 https://t.co/klRWbuJLk5'",0,None,1,73
2017-12-06 14:19:49,b'RT @India_Policy: We had warned you: Government may use GST data to track Income Tax Defaulters https://t.co/icVI6mggCN',11,None,256,406
2017-12-06 14:19:45,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",217,None,513,2259
2017-12-06 14:19:41,b'@MrdeltaNoir @punitanasazi @kingslanding__ @shamil_shah @thetanmay Gst would ve been a good implementation had it b\xe2\x80\xa6 https://t.co/a3kLZBGes7',0,None,132,1349
2017-12-06 14:19:29,b'@pvsubramanyam 28% GST on Bitcoin trade or  flat 28% for all goods and services?',0,None,15,158
2017-12-06 14:19:23,b'RT @taxmannindia: Maharashtra Govt. prescribes procedure for manual filing and processing of refund claims for zero rated supplies: https:/\xe2\x80\xa6',2,None,58,641
2017-12-06 14:18:16,b'RT @EconomicTimes: Govt is setting up a mechanism wherein data obtained from #GST filings could be correlated with #IncomeTax filings \nhttp\xe2\x80\xa6',18,GST,58,133
2017-12-06 14:18:15,b'RT @iScrew: 7/ ...rally. PM Modi should take stern action against organisers for this shocking action when PM is pushing the important init\xe2\x80\xa6',52,None,1326,2281
2017-12-06 14:18:09,"b'RT @asaadowaisi: #BabriDemolition \nstatements are all aimed at influencing,threatening Muslims &amp; raking up the issue before the elections t\xe2\x80\xa6'",46,BabriDemolition,7392,1668
2017-12-06 14:18:09,"b'RT @indiatvnews: #GST was a mandatory reform which was due since the past many years, Congress could not plan out a reform like this: @samb\xe2\x80\xa6'",16,GST,896,750
2017-12-06 14:18:04,"b'RT @indiatvnews: #GST was a mandatory reform which was due since the past many years, Congress could not plan out a reform like this: @samb\xe2\x80\xa6'",16,GST,5495,1377
2017-12-06 14:17:51,b'9:17 AM Eastern 33\xc2\xb0F(Feels 27\xc2\xb0F)  BP:30.1inHg  RH:64%  S@11 mph(Gentle Breeze) Gst:7 mph  Dry   #Ohio #Weather #Lancaster',0,Ohio,337,114
2017-12-06 14:17:42,b'These guys have gone #bonkers\nEven if #arthashastra had hinted on #GST how is it relevant now? \nAnd #Manu question\xe2\x80\xa6 https://t.co/jrBNxfxnAS',0,bonkers,7286,612
2017-12-06 14:17:32,"b'@narendramodi - It takes guts to bring steps like demon, GST and many more in such a big country. Hope this time de\xe2\x80\xa6 https://t.co/EabVGurHZD'",0,None,37,26
2017-12-06 14:17:22,b'RT @livemint: Gujarat elections: Saurashtra traders miffed after GST nixes \xe2\x80\x98kutcha\xe2\x80\x99 transactions https://t.co/PJRFe5J2MC',12,None,33711,2661
2017-12-06 14:17:12,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",217,None,30943,14715
2017-12-06 14:16:53,b'RT @iPurohitHarshal: Hw traders protesting agnst GST started chanting Modi-Modi upon spotting Cong leaders.\nProtest against GST implmntn bu\xe2\x80\xa6',1082,None,4059,268
2017-12-06 14:16:44,b'RT @muglikar_: A must read piece to understand how govt is thinking and shaping tax policies. Also requesting you to read my earlier articl\xe2\x80\xa6',24,None,1335,3164
2017-12-06 14:16:43,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",217,None,289,292
2017-12-06 14:16:22,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,296,308
2017-12-06 14:16:15,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,270,374
2017-12-06 14:15:47,b'Laugh Lines https://t.co/PK3kMYjW26',0,None,6,0
2017-12-06 14:15:45,b'Why the Current Rate of Economic Growth Is a Flawed Indicator of Ground Realities https://t.co/NXVwCh2YuH via @thewire_in',0,None,1793,4608
2017-12-06 14:15:32,b'@askGST_GoI what provisions are applicable under GST to a contractor providing services to a municipal corporation? @GST_Council',0,None,5,49
2017-12-06 14:15:31,b'RT @abrar_star1: @JAMILAHMEDKANSA @OfficeOfRG @INCIndia @yadavakhilesh @INCGujarat @PMOIndia i do not believe tht demonetisation &amp; GST will\xe2\x80\xa6',1,None,17,194
2017-12-06 14:15:24,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,9389,9206
2017-12-06 14:15:22,"b'In a small business view , Modi economic blunders of note ban &amp; gst has made congress look good in comparison :('",0,None,91,311
2017-12-06 14:15:07,b'RT @dgftindia: GST will enhance India\xe2\x80\x99s export competitiveness through the provision of zero-rating of exports.  Exporters can get the refu\xe2\x80\xa6',12,None,23,17
2017-12-06 14:15:05,b'RT @shan7: @deepkalra Book id : NH7123270040253 recvd call frm hotl stff JITEN Mantri that resrvatn wuld be canclld since MMT has nt paid G\xe2\x80\xa6',1,None,32,104
2017-12-06 14:14:51,"b'RT @vlonethug12: @gosuto1k @an__gst u know shits gone slap when u hear ""ANGST""'",1,None,1534,582
2017-12-06 14:14:47,"b'RT @Tharoorian_INC: @arunjaitley After exhorbitant GST rates , fuel loot, service tax increase, a whole lot of cess incompetent Modi govt n\xe2\x80\xa6'",16,None,156,122
2017-12-06 14:14:46,"b'@KFC_India @KFC_India, #ArunJaitley By increasing the prices you have killed the govt motive of reducing GST rates.\xe2\x80\xa6 https://t.co/LjFWUlTXWR'",0,ArunJaitley,150,114
2017-12-06 14:14:43,b'RT @gosuto1k: loser\n\nsoon\n@an__gst https://t.co/O7nSweDFZt',14,None,1534,582
2017-12-06 14:14:41,"b""RT @mpvadodara: Gratitude to Hon'l PM &amp; FM for developing a pro citizens &amp; responsive tax structure - GST. \nAppreciable step of incorporati\xe2\x80\xa6""",27,None,498,2948
2017-12-06 14:14:33,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,184,397
2017-12-06 14:14:22,"b'#GST Delhi Goods and Services Tax (Removal of Difficulties) Order, 2017: GST - States - ORDER No. 01/2017 State Tax\xe2\x80\xa6 https://t.co/eLxHSoj5we'",0,GST,2076,65
2017-12-06 14:14:16,b'@Cricprabhu @VijayFansTrends Mersal is a shit\nDisaster\nWich dont need crirics to pull it down\nCoz such a ugly borin\xe2\x80\xa6 https://t.co/1pKeaYBIGZ',0,None,23,38
2017-12-06 14:14:13,b'RT @abhijitmajumder: A friend is grumbling about GST. Makes a couple of crores a year from his perfume and other businesses but never paid\xe2\x80\xa6',2427,None,201,782
2017-12-06 14:14:08,"b'RT @GauravPandhi: All said &amp; done, what affects the Hindus &amp; the Muslims &amp; everyone more than anything is \xe2\x80\x94\n\nUnemployment\nPrice Rise\nGST\nDe\xe2\x80\xa6'",217,None,162,85
2017-12-06 14:13:59,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,1167,1882
2017-12-06 14:13:58,"b'Modi opposed and delayed Aadhar by some ten years. Kashmir has become more miserable, Swamy has condemned the way a\xe2\x80\xa6 https://t.co/9oY8nLGXVM'",0,None,271,202
2017-12-06 14:13:46,"b""@rocky_cobb It's because of the GST or tax increase that they would need to pay for the government""",0,None,26,122
2017-12-06 14:13:38,b'RT @muglikar_: A must read piece to understand how govt is thinking and shaping tax policies. Also requesting you to read my earlier articl\xe2\x80\xa6',24,None,67,139
2017-12-06 14:13:36,b'RT @Haaris95: @OfficeOfRG When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nW\xe2\x80\xa6',18,None,16,20
2017-12-06 14:13:30,b'RT @muglikar_: A must read piece to understand how govt is thinking and shaping tax policies. Also requesting you to read my earlier articl\xe2\x80\xa6',24,None,214,740
2017-12-06 14:13:27,b'RT @Thalaivamahesh2: This Is Mersal GST scene Recreated Version \nPlease Watch it \n\nWatch full video here \n\xf0\x9f\x91\x87\n https://t.co/chkFWOGBnS via @y\xe2\x80\xa6',1,None,2139,1139
2017-12-06 14:13:25,"b'RT @indiatvnews: As a trader, I believe that the GST was very important and should have been implemented long back: Opinion discussion, #Op\xe2\x80\xa6'",5,None,2203,4825
2017-12-06 14:13:08,b'RT @muglikar_: A must read piece to understand how govt is thinking and shaping tax policies. Also requesting you to read my earlier articl\xe2\x80\xa6',24,None,78,159
2017-12-06 14:13:06,b'Please ensure to make GST form available before sending reminder. Maha govt @Dev_Fadnavis @GST_Council @adhia03\xe2\x80\xa6 https://t.co/0vRRJs9l3I',3,None,7081,231
2017-12-06 14:13:03,b'RT @Haaris95: @OfficeOfRG When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nW\xe2\x80\xa6',18,None,652,173
2017-12-06 14:12:54,b'RT @abhijitmajumder: A friend is grumbling about GST. Makes a couple of crores a year from his perfume and other businesses but never paid\xe2\x80\xa6',2427,None,196,356
2017-12-06 14:12:53,b'RT @muglikar_: A must read piece to understand how govt is thinking and shaping tax policies. Also requesting you to read my earlier articl\xe2\x80\xa6',24,None,184,189
2017-12-06 14:12:52,b'RT @TimesNow: #Dec18WithTimesNow : Is Modi\xe2\x80\x99s GST course correction a masterstroke? Has \xe2\x80\x98temple run\xe2\x80\x99 helped Rahul? https://t.co/kCqcwHHJUV',3,Dec18WithTimesNow,614,24
2017-12-06 14:12:52,"b""RT @i_me_my5elf: Kapil Sibal has ensured that EVM's can be hacked in an aggressive way as all of a sudden Gujaratis forgot Naliya Rape, Une\xe2\x80\xa6""",10,None,260,235
2017-12-06 14:12:41,b'RT @Haaris95: @OfficeOfRG When vikas fails\nWhen casteism fails\nWhen soldier fails\nWhen cow fails\nWhen demonetisation fails\nWhen GST fails\nW\xe2\x80\xa6',18,None,164,177
2017-12-06 14:12:33,"b""RT @TimesNow: Is Modi's GST course correction a master stroke? #Dec18WithTimesNow https://t.co/RT9pGxX4IA""",3,Dec18WithTimesNow,614,24
2017-12-06 14:12:30,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,409,882
2017-12-06 14:12:20,"b'RT @dgftindia: Now, Merchant Exporters are allowed to procure goods for export from domestic suppliers on payment of nominal GST of 0.1%. A\xe2\x80\xa6'",10,None,13,49
2017-12-06 14:12:17,"b'@rahulkanwal Even then there is something in the air, tough reform like #GST seems to be the thorn and add to that\xe2\x80\xa6 https://t.co/ZIMrRrkUcs'",0,GST,18,67
2017-12-06 14:11:58,b'@deepkalra Book id : NH7123270040253 recvd call frm hotl stff JITEN Mantri that resrvatn wuld be canclld since MMT\xe2\x80\xa6 https://t.co/3EvaWFjzOx',1,None,32,104
2017-12-06 14:11:56,b'RT @India_Policy: We had warned you: Government may use GST data to track Income Tax Defaulters https://t.co/icVI6mggCN',11,None,160,222
2017-12-06 14:11:47,b'@getnickwright where was all that GSt hate u had for these past 2 years at??',0,None,603,795
2017-12-06 14:11:44,"b'RT @indiatvnews: Congress did not want to tax the food items, rather we just wanted to cap GST to 18%: Congress worker, #OpinionPollWithInd\xe2\x80\xa6'",2,None,308,1724
2017-12-06 14:11:41,"b""RT @TimesNow: Is Modi's GST course correction a master stroke? #Dec18WithTimesNow https://t.co/RT9pGxX4IA""",3,Dec18WithTimesNow,34906,598
2017-12-06 14:11:38,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,83,87
2017-12-06 14:11:37,b'RT @TimesNow: #Dec18WithTimesNow : Is Modi\xe2\x80\x99s GST course correction a masterstroke? Has \xe2\x80\x98temple run\xe2\x80\x99 helped Rahul? https://t.co/kCqcwHHJUV',3,Dec18WithTimesNow,34906,598
2017-12-06 14:11:37,b'RT @muglikar_: A must read piece to understand how govt is thinking and shaping tax policies. Also requesting you to read my earlier articl\xe2\x80\xa6',24,None,196,115
2017-12-06 14:11:24,b'RT @INCTelangana: #AccheDin \nGST Jolted Biz Confidence In Q2: NCAER Survey\n\nBusiness Confidence Index (BCI) Fell By 12.9%\n\nDeterioration In\xe2\x80\xa6',17,AccheDin,48,163
2017-12-06 14:11:16,b'RT @swetharuchi: @askGSTech Respected GST Officials Please enable GSTR-1 for the month of August and September  as early as possible alread\xe2\x80\xa6',1,None,13,49
2017-12-06 14:11:11,"b""When the GST is brought down from 18% to 5 %, see how smartly they've manipulated the base price so that the benefi\xe2\x80\xa6 https://t.co/fvkKzNLiFm""",0,None,3,16
2017-12-06 14:11:04,b'This Is Mersal GST scene Recreated Version \nPlease Watch it \n\nWatch full video here \n\xf0\x9f\x91\x87\n https://t.co/chkFWOGBnS via\xe2\x80\xa6 https://t.co/UoDry7v0Uy',1,None,43,237
2017-12-06 14:10:58,b'RT @muglikar_: A must read piece to understand how govt is thinking and shaping tax policies. Also requesting you to read my earlier articl\xe2\x80\xa6',24,None,32544,25593
2017-12-06 14:10:52,b'RT @livemint: Gujarat elections: Saurashtra traders miffed after GST nixes \xe2\x80\x98kutcha\xe2\x80\x99 transactions https://t.co/PJRFe5J2MC',12,None,4016,40
2017-12-06 14:10:52,"b'RT @indiatvnews: Congress did not want to tax the food items, rather we just wanted to cap GST to 18%: Congress worker, #OpinionPollWithInd\xe2\x80\xa6'",2,None,118,76
2017-12-06 14:10:48,b'RT @DilliDurAst: I don\xe2\x80\x99t know who\xe2\x80\x99s winning Gujarat but I can tell you I have met more people complaining about notebandi here in a day tha\xe2\x80\xa6',61,None,36,43
2017-12-06 14:10:47,"b'RT @DrGPradhan: The real reason why traders are up in arms against GST. For over 70 years, they hid their actual turnover and avoiding inco\xe2\x80\xa6'",670,None,252,344
2017-12-06 14:10:34,b'@askGSTech #pmo #arunjaitly Gst request ID 201711271749004 ... More than 10 days and these guys tech team working ? 20 mails have bounced?',0,pmo,130,323
2017-12-06 14:10:32,"b'RT @pawanbansal_chd: Despite voting for their own CM as PM of India, Gujaratis got nothing in return except terribly exacting and harassmen\xe2\x80\xa6'",17,None,73,357
2017-12-06 14:10:31,"b'RT @allaboutGST: One of the top most Query Now a days\n\n""Whether Quarterly Return to be filed with T/O below 1.5 Cr""\n\nFrankly, There is no c\xe2\x80\xa6'",20,None,13,49
2017-12-06 14:10:25,b'https://t.co/7dFNs02KzT GST: Galti Sirf Tumhari looks like it will be a subversive political masterpiece.',0,None,26607,153
2017-12-06 14:10:25,b'RT @lalanimanoj: #GST definetlt have negatively impacted @narendramodi popularity. @arunjaitley Ji brought a very complicated GST which whi\xe2\x80\xa6',1,GST,649,243
